MaSP,TenSP,SoLuongTon,MoTa,Gia
SP88162987,Kem mang cut 531,291,,549856
SP58038754,Banh thanh long 561,283,Mau sac tuoi tan,613814
SP19005305,Sua nhan 923,864,,297122
SP64180521,Kem mo 899,138,San pham tot,499195
SP22077969,Muc xooai 260,643,,367535
SP56000267,Nuoc mo 500,141,,616779
SP39798436,Sua hong xiem 335,169,,257715
SP77142067,Muc vai thieu 914,348,Mau sac tuoi tan,702720
SP22481915,Kem dau 944,183,,712396
SP17460014,Snack buoi 793,284,Mau ma đep,751122
SP13323899,Nuoc man 424,880,,213211
SP22340640,Nuoc chuoi 981,435,,604487
SP23775618,Snack quyt 945,638,,311905
SP41408310,Nuoc bap 236,254,Hinh anh bat mat,445830
SP12286437,Snack dau 252,633,,808602
SP48929199,Kem hong xiem 363,140,Mau ma đep,837261
SP11768390,Snack mang cut 489,922,,843672
SP22697974,Snack buoi 180,835,,896421
SP47859448,Sua thanh long 705,849,,337487
SP15264866,Nuoc mang cut 270,573,San pham tot,385467
SP38704175,Muc nhan 817,568,,719528
SP19152823,Banh cam 864,172,Kieu dang tien loi,591024
SP74955241,Nuoc vai thieu 286,768,,482784
SP13211247,Nuoc đao 181,818,,969398
SP24004511,Sua khoai tay 668,860,,339254
SP76402248,Sua chuoi 546,353,San pham tot,788581
SP41157421,Muc mang cut 931,973,,635791
SP18681427,Kem dau 553,187,Mau ma đep,748089
SP16112840,Muc thanh long 567,626,,854702
SP56619652,Banh nhan 859,946,,363647
SP52321221,Snack nho 106,547,,170060
SP10906975,Sua xooai 626,158,Ngon bo re,211362
SP30957743,Banh đao 641,812,,245356
SP91767378,Kem dau 530,257,Phu hop voi gia tien,905124
SP60696299,Banh man 743,657,,126757
SP60334123,Banh hong xiem 486,505,,698655
SP44857471,Nuoc bo 603,206,,109897
SP72246845,Muc nhan 235,550,Than thien voi moi truong,944091
SP50714713,Kem sau rieng 257,238,,947807
SP38057612,Kem buoi 136,287,Thom ngon bo duong,928597
SP54766900,Snack nhan 652,149,,915252
SP72083143,Muc bap 182,554,,922538
SP60106682,Kem bo 947,701,,320905
SP34979605,Snack chuoi 667,529,Ngon bo re,606103
SP67930565,Sua khoai tay 284,105,,109982
SP67729217,Muc cam 668,940,Thom ngon bo duong,610657
SP48435180,Banh sau rieng 728,395,,970645
SP79037493,Kem bap 279,453,,17039
SP46553805,Snack dua 588,975,,757684
SP61890687,Muc quyt 526,426,Phu hop voi gia tien,187149
SP26441848,Banh hong xiem 779,231,,903752
SP21456310,Banh dau 210,320,Hinh anh bat mat,124021
SP29560560,Nuoc man 979,785,,833665
SP66988686,Kem buoi 706,979,,925644
SP28675626,Muc buoi 931,384,,393009
SP86375529,Muc mang cut 164,110,Than thien voi moi truong,999899
SP82924127,Kem nho 275,978,,72534
SP24674766,Muc khoai tay 202,597,Co ich cho suc khoe,695619
SP49307103,Banh khoai tim 479,457,,236056
SP33740843,Banh quyt 877,157,,973266
SP64149935,Muc dua 425,776,,696893
SP99409117,Banh bap 173,401,Phu hop voi gia tien,248811
SP85998400,Sua mang cut 869,930,,145848
SP47942996,Muc chuoi 323,837,Mau ma đep,416805
SP96366414,Banh nhan 503,557,,385488
SP14034600,Sua cam 931,984,,670332
SP83414291,Snack dua 847,601,,921141
SP77837181,Muc quyt 544,396,Thom ngon bo duong,783049
SP52537275,Muc khoai tay 268,741,,258339
SP61162196,Muc rong bien 374,529,Thom ngon bo duong,554624
SP78580761,Banh khoai tay 302,882,,10868
SP81657000,Sua xooai 973,599,,210063
SP61747560,Kem bap 400,268,,596094
SP11831445,Banh mang cut 662,625,Hinh anh bat mat,501952
SP12558210,Kem nhan 955,428,,662259
SP75100046,Muc dua 290,619,Co ich cho suc khoe,154581
SP99207351,Snack nhan 878,489,,855705
SP33624608,Muc chuoi 282,871,,145722
SP36070358,Snack quyt 297,555,,975576
SP45010521,Kem nhan 101,976,Ngon bo re,501706
SP85712843,Banh thanh long 422,148,,825754
SP23572163,Nuoc khoai tim 237,445,San pham tot,184555
SP74896566,Nuoc rong bien 927,238,,458584
SP68391721,Banh bo 208,235,,731982
SP37806022,Banh bo 907,761,,185962
SP43208708,Muc buoi 458,927,Mau sac tuoi tan,269247
SP81359399,Banh dau 227,643,,999535
SP28800489,Sua vai thieu 472,462,Co ich cho suc khoe,839455
SP70272967,Nuoc man 645,588,,223606
SP35879644,Sua bo 114,602,,357327
SP19580831,Sua khoai tay 964,943,,74629
SP42368356,Kem nho 159,120,Kieu dang tien loi,918281
SP85311648,Banh quyt 687,317,,218571
SP73261194,Snack bo 879,155,Mau sac tuoi tan,710304
SP90463485,Nuoc chuoi 556,503,,228337
SP54981504,Kem buoi 108,871,,644841
SP77910759,Banh mo 329,147,,955380
SP50251340,Sua quyt 532,142,Mau ma đep,351375
SP44743327,Nuoc bo 853,698,,999405
SP93531406,Kem buoi 158,513,Than thien voi moi truong,736170
SP62401416,Kem rong bien 960,600,,854514
SP39463062,Nuoc đao 355,440,,744312
SP31891401,Muc buoi 799,312,,635082
SP51283239,Banh nhan 558,724,Phu hop voi gia tien,946458
SP18765029,Snack buoi 881,944,,98977
SP29561759,Nuoc khoai tim 102,432,Co ich cho suc khoe,887168
SP96663171,Sua buoi 649,192,,522789
SP65293267,Nuoc quyt 434,464,,580425
SP14715804,Banh dau 819,618,,681619
SP54718764,Kem nhan 143,137,Co ich cho suc khoe,695784
SP74905233,Sua dua 660,762,,260323
SP70594673,Kem dau 473,537,San pham tot,726422
SP37265194,Sua hong xiem 480,427,,485286
SP89761704,Nuoc bo 277,111,,900024
SP33228446,Nuoc nho 606,195,,964027
SP24589902,Sua sau rieng 627,805,San pham tot,687427
SP44520277,Banh khoai tay 252,207,,302828
SP64743355,Sua dau 261,331,Kieu dang tien loi,553084
SP58091866,Banh khoai tay 119,440,,122841
SP56993792,Banh bap 254,330,,25016
SP51512216,Muc mang cut 577,531,,279623
SP92691154,Sua vai thieu 667,323,Ngon bo re,882535
SP23281314,Sua bap 905,103,,862489
SP69174361,Sua hong xiem 935,978,Mau ma đep,62790
SP79554121,Kem nhan 826,757,,154649
SP99159556,Kem mo 586,409,,666909
SP77551478,Kem nhan 806,841,,732871
SP18014237,Muc dau 502,896,Thom ngon bo duong,960827
SP15270603,Sua vai thieu 718,516,,410807
SP47544996,Muc khoai tim 231,818,Mau sac tuoi tan,897329
SP81567117,Muc bap 281,169,,117329
SP63836140,Kem nhan 353,938,,474297
SP54562948,Banh cam 539,520,,166414
SP33994927,Muc nhan 320,456,Than thien voi moi truong,958466
SP20643890,Sua rong bien 513,225,,664841
SP31546287,Banh vai thieu 482,572,Mau ma đep,932082
SP70547239,Snack buoi 611,256,,493480
SP55451001,Nuoc đao 934,529,,924109
SP60730909,Snack man 571,919,,40921
SP84629247,Sua vai thieu 213,395,Hinh anh bat mat,591119
SP81844252,Kem xooai 271,189,,755446
SP98143011,Nuoc nhan 988,477,Phu hop voi gia tien,889488
SP85632506,Sua xooai 437,112,,254036
SP68273589,Nuoc khoai tim 201,440,,629693
SP34824868,Muc khoai tim 297,257,,67445
SP99351034,Banh nho 682,969,Than thien voi moi truong,517934
SP63028664,Banh chuoi 549,359,,148677
SP61739932,Kem thanh long 613,527,San pham tot,554871
SP52353763,Snack vai thieu 916,625,,702409
SP43827716,Banh bo 848,888,,49783
SP14205813,Nuoc man 902,842,,630960
SP64488558,Nuoc man 899,591,San pham tot,377033
SP28279753,Sua hong xiem 222,126,,372721
SP40470452,Nuoc mo 641,230,Mau ma đep,880245
SP27945757,Kem sau rieng 194,502,,357016
SP16742601,Banh vai thieu 738,166,,601991
SP36664929,Sua dua 870,457,,689689
SP64193137,Nuoc xooai 853,853,Mau ma đep,191664
SP39314432,Muc bap 396,265,,813140
SP75799107,Banh cam 698,738,Mau sac tuoi tan,537407
SP42924384,Banh quyt 472,935,,862095
SP11165096,Sua nho 931,483,,564639
SP59732254,Banh hong xiem 201,119,,115619
SP62246280,Nuoc dua 811,260,Thom ngon bo duong,917079
SP82092915,Banh bap 855,267,,862546
SP87519072,Muc thanh long 810,257,Than thien voi moi truong,194490
SP39772103,Banh xooai 553,949,,478341
SP98820621,Kem sau rieng 792,975,,424220
SP30808159,Nuoc nhan 125,865,,126079
SP12706371,Muc dua 947,651,Hinh anh bat mat,830878
SP31819852,Banh nhan 235,179,,916515
SP67907779,Banh sau rieng 924,590,San pham tot,139979
SP27111887,Nuoc đao 835,282,,265915
SP13476469,Sua nhan 690,555,,942230
SP57467065,Kem khoai tim 241,651,,961209
SP48474558,Muc đao 123,788,San pham tot,182870
SP50461418,Banh nho 926,535,,529100
SP40520705,Muc dua 179,405,Mau ma đep,356098
SP96624562,Sua rong bien 418,233,,204111
SP63412935,Sua mo 876,957,,141136
SP11848899,Kem chuoi 528,214,,913484
SP89252145,Sua xooai 111,850,Thom ngon bo duong,162438
SP31308862,Nuoc xooai 123,131,,525748
SP28833347,Banh thanh long 198,510,Kieu dang tien loi,260073
SP66095215,Banh đao 212,865,,598287
SP37889000,Kem cam 189,791,,189202
SP75565090,Banh dua 150,135,,680034
SP75676488,Kem dau 518,952,Than thien voi moi truong,753725
SP22435983,Sua nhan 766,320,,42746
SP49075699,Sua khoai tim 121,955,Phu hop voi gia tien,169597
SP30174769,Sua bap 399,814,,483176
SP41675523,Sua thanh long 220,148,,181879
SP44881228,Banh rong bien 329,627,,450131
SP25989962,Snack xooai 514,908,Thom ngon bo duong,506020
SP98611223,Kem nhan 510,218,,701745
SP46286998,Banh xooai 196,657,Hinh anh bat mat,343278
SP71065368,Snack thanh long 337,117,,649941
SP10707139,Muc bap 351,847,,908748
SP17624239,Muc đao 980,722,,723841
SP16363966,Muc vai thieu 336,350,Co ich cho suc khoe,120041
SP61629923,Banh xooai 148,835,,910640
SP18714824,Kem nhan 381,899,Phu hop voi gia tien,488440
SP54409668,Sua chuoi 974,360,,563595
SP62178006,Banh dua 781,973,,114813
SP80455707,Banh đao 719,586,,125376
SP46284165,Sua mo 682,610,Than thien voi moi truong,482240
SP64429856,Sua dua 287,116,,830828
SP67611181,Snack vai thieu 592,823,Mau ma đep,473597
SP86619617,Banh nhan 981,725,,765716
SP30356931,Muc chuoi 752,780,,562094
SP55421080,Snack nho 718,116,,775993
SP41952231,Muc bap 682,601,Ngon bo re,14768
SP39239625,Kem vai thieu 606,382,,875920
SP96061763,Muc xooai 928,126,Thom ngon bo duong,898275
SP97008200,Sua vai thieu 135,510,,334325
SP68996775,Kem quyt 384,758,,510161
SP40138897,Sua bo 219,452,,687862
SP18685834,Banh mang cut 888,697,Kieu dang tien loi,211566
SP69295685,Muc nhan 396,654,,152337
SP56995191,Kem rong bien 774,363,San pham tot,281394
SP76433804,Sua khoai tay 439,548,,163545
SP63119541,Muc sau rieng 963,902,,355573
SP60416429,Sua rong bien 463,220,,990602
SP54605207,Sua mang cut 792,587,Co ich cho suc khoe,208025
SP77950797,Muc thanh long 160,871,,394053
SP80994603,Sua buoi 491,272,Mau ma đep,652618
SP62477439,Muc vai thieu 962,663,,129493
SP81947446,Nuoc chuoi 463,463,,733845
SP95644496,Kem vai thieu 985,151,,46581
SP42400846,Banh nhan 189,279,San pham tot,813869
SP21377841,Muc nhan 911,823,,633276
SP59973851,Muc khoai tim 353,780,Than thien voi moi truong,751731
SP16903846,Kem hong xiem 124,227,,967950
SP26704386,Snack rong bien 884,137,,361851
SP50226809,Banh bo 424,756,,836992
SP35198964,Sua mo 418,647,Kieu dang tien loi,998472
SP24525777,Muc hong xiem 251,295,,242108
SP11373746,Sua xooai 981,348,Mau sac tuoi tan,317710
SP36599742,Snack quyt 719,151,,40677
SP38000165,Kem bap 669,970,,774098
SP26656492,Nuoc chuoi 306,192,,480262
SP38718016,Kem mang cut 628,542,San pham tot,347226
SP95416930,Snack mang cut 634,592,,625813
SP19398567,Sua chuoi 141,750,Mau sac tuoi tan,498891
SP69195395,Sua mo 486,586,,303646
SP49871371,Banh xooai 245,482,,221517
SP54400984,Muc nho 587,764,,61187
SP13768114,Sua vai thieu 199,705,Hinh anh bat mat,14793
SP98352047,Banh xooai 179,626,,857953
SP19351103,Nuoc nhan 893,284,Kieu dang tien loi,962808
SP26190830,Muc sau rieng 230,904,,664572
SP66395781,Kem đao 139,814,,883200
SP74305393,Kem mo 916,390,,136945
SP31908308,Sua dua 197,754,Co ich cho suc khoe,898166
SP78904679,Kem hong xiem 813,100,,244183
SP46153745,Snack khoai tim 728,970,Than thien voi moi truong,581270
SP56285108,Nuoc khoai tim 532,574,,306192
SP94118210,Banh khoai tim 150,400,,693617
SP32578442,Kem man 942,560,,435358
SP61722919,Muc nho 250,895,Co ich cho suc khoe,789456
SP72968516,Kem hong xiem 129,400,,433736
SP33221431,Snack buoi 196,424,Mau ma đep,653709
SP15558078,Nuoc man 951,476,,691048
SP32983551,Banh cam 982,438,,400231
SP37737551,Sua quyt 579,716,,33262
SP17850290,Nuoc vai thieu 217,591,Thom ngon bo duong,387111
SP98236175,Banh quyt 613,990,,403009
SP80534822,Kem hong xiem 781,902,Hinh anh bat mat,257393
SP32882681,Sua mang cut 381,448,,37855
SP83693218,Snack dau 989,906,,433130
SP42072332,Sua mo 647,784,,89840
SP49509158,Muc dau 384,684,Mau ma đep,495624
SP78522163,Sua nho 662,676,,549689
SP51802908,Kem xooai 767,637,Kieu dang tien loi,443567
SP30466087,Muc khoai tay 980,609,,817000
SP20590963,Kem hong xiem 909,437,,97605
SP71631381,Muc buoi 410,479,,891281
SP74290829,Snack nho 804,795,Mau sac tuoi tan,904543
SP83504888,Sua đao 918,437,,192436
SP75971272,Muc nho 544,674,Co ich cho suc khoe,167056
SP44605858,Kem vai thieu 609,368,,381767
SP91099645,Nuoc bap 711,340,,865550
SP50891226,Nuoc buoi 824,762,,434120
SP37414647,Banh vai thieu 559,629,Ngon bo re,539033
SP86897493,Snack nhan 256,835,,986767
SP54035632,Banh cam 850,241,Ngon bo re,640602
SP94897609,Nuoc sau rieng 816,121,,515181
SP35911707,Banh bo 394,972,,262538
SP99489052,Muc khoai tim 428,522,,479763
SP11853857,Nuoc mo 890,549,Phu hop voi gia tien,37181
SP50780166,Muc quyt 444,556,,943304
SP51078437,Nuoc mo 241,515,Mau sac tuoi tan,666928
SP76223483,Snack mang cut 925,682,,101300
SP91872246,Snack dau 513,521,,797236
SP30275665,Snack nhan 513,207,,980089
SP44630545,Nuoc chuoi 782,710,San pham tot,514335
SP43277589,Sua dua 107,676,,880672
SP72310716,Kem buoi 337,522,Co ich cho suc khoe,984594
SP69739090,Sua mo 850,874,,312853
SP37929835,Muc xooai 509,856,,159781
SP77835986,Sua nho 866,375,,480058
SP89996037,Banh chuoi 679,322,Than thien voi moi truong,920890
SP25583924,Nuoc mang cut 258,919,,885733
SP59150909,Kem mang cut 168,996,Mau sac tuoi tan,239417
SP98165834,Kem nhan 398,333,,645750
SP61094262,Nuoc vai thieu 382,645,,725984
SP77144682,Nuoc hong xiem 475,745,,337131
SP48068941,Banh sau rieng 626,323,San pham tot,326666
SP80490183,Kem sau rieng 245,804,,327627
SP29858971,Sua cam 211,669,Kieu dang tien loi,817530
SP40343478,Sua quyt 720,167,,54369
SP15518296,Nuoc dua 299,850,,478002
SP59373934,Kem vai thieu 354,460,,328699
SP30760593,Snack quyt 141,952,Than thien voi moi truong,732366
SP47441758,Sua nhan 198,551,,803219
SP67678927,Muc man 391,498,San pham tot,926401
SP79210795,Sua mang cut 788,944,,378899
SP66167623,Kem khoai tim 886,791,,318862
SP50404095,Sua rong bien 675,683,,405605
SP35100993,Nuoc nhan 152,383,Than thien voi moi truong,99528
SP47793453,Kem sau rieng 523,478,,854147
SP29062149,Banh buoi 926,342,Co ich cho suc khoe,516327
SP30360423,Snack nho 485,196,,425708
SP24803489,Nuoc bap 332,540,,778195
SP47826867,Kem nhan 444,781,,69327
SP47103550,Snack man 563,612,Mau sac tuoi tan,238932
SP84110215,Nuoc man 511,625,,528109
SP15766818,Kem đao 211,747,Kieu dang tien loi,308390
SP52865793,Kem vai thieu 128,899,,603331
SP49431068,Nuoc rong bien 213,692,,999623
SP61075402,Nuoc rong bien 118,260,,818293
SP58114512,Nuoc chuoi 490,937,Thom ngon bo duong,589066
SP57453776,Muc nhan 288,656,,786476
SP41445214,Banh sau rieng 157,557,Hinh anh bat mat,788887
SP76612149,Banh nhan 269,167,,375796
SP90872082,Sua vai thieu 748,724,,629762
SP23869719,Snack bo 541,790,,109346
SP43100624,Banh mang cut 490,681,Than thien voi moi truong,397082
SP22773701,Sua chuoi 338,418,,636893
SP71648583,Kem nhan 752,209,Ngon bo re,712051
SP55983478,Banh đao 295,644,,975935
SP52328356,Sua mang cut 144,695,,89523
SP87374263,Sua sau rieng 979,847,,799370
SP35874881,Snack rong bien 321,526,Than thien voi moi truong,640042
SP95817849,Kem dua 466,130,,683342
SP58028158,Banh mang cut 898,375,Co ich cho suc khoe,151123
SP58129265,Sua bap 126,549,,950396
SP39946905,Snack mo 126,600,,677523
SP13651571,Muc nho 993,158,,964215
SP36760244,Muc mo 958,418,Phu hop voi gia tien,775780
SP19357121,Sua vai thieu 243,164,,771740
SP56193031,Nuoc dua 301,241,San pham tot,244237
SP65415169,Snack thanh long 599,991,,160095
SP10032380,Nuoc mang cut 239,821,,379856
SP86893379,Nuoc khoai tay 334,193,,139165
SP85929552,Sua chuoi 125,707,Mau ma đep,960101
SP87098917,Snack đao 201,480,,118831
SP57172881,Muc rong bien 778,868,Hinh anh bat mat,339861
SP68398466,Kem đao 926,116,,965793
SP70530224,Sua rong bien 183,343,,636714
SP28355910,Snack khoai tim 550,149,,242247
SP17821752,Kem rong bien 934,428,Kieu dang tien loi,864107
SP72951662,Banh bap 814,266,,945038
SP99065523,Nuoc sau rieng 117,466,Kieu dang tien loi,433034
SP41158062,Nuoc man 834,643,,941172
SP96377736,Sua sau rieng 362,989,,155921
SP49686247,Sua khoai tim 469,323,,673212
SP56288916,Banh sau rieng 939,159,Ngon bo re,263843
SP64468751,Kem xooai 942,946,,666794
SP87547417,Snack chuoi 201,657,Ngon bo re,571329
SP59835752,Nuoc thanh long 503,785,,633171
SP75128071,Muc khoai tim 961,132,,75279
SP58011333,Nuoc khoai tim 358,303,,883427
SP36755327,Kem bap 187,621,Mau sac tuoi tan,516826
SP74748532,Nuoc dau 132,927,,401433
SP80347114,Banh bo 718,422,Than thien voi moi truong,947888
SP23413371,Muc quyt 149,303,,579039
SP96197929,Nuoc nhan 404,812,,66409
SP32916033,Banh nho 700,945,,157690
SP88298140,Snack xooai 874,629,Ngon bo re,369758
SP17360573,Kem man 925,647,,79560
SP34963831,Kem dua 361,130,Phu hop voi gia tien,529274
SP12962122,Sua khoai tay 382,193,,705001
SP21875940,Nuoc bo 963,353,,209195
SP62978778,Nuoc bo 140,603,,195084
SP76150618,Nuoc cam 677,896,Ngon bo re,178338
SP30921510,Nuoc mang cut 959,840,,818606
SP16693304,Nuoc buoi 156,517,Thom ngon bo duong,931458
SP90863543,Sua nhan 755,173,,50242
SP48104009,Banh sau rieng 695,557,,717150
SP25129356,Sua mang cut 353,549,,273578
SP84893860,Muc xooai 953,652,Phu hop voi gia tien,541361
SP91908716,Kem dua 656,319,,88127
SP73797977,Kem mang cut 976,868,San pham tot,329101
SP33759776,Kem hong xiem 747,196,,616087
SP82039239,Kem bo 974,780,,122290
SP73645456,Sua nhan 918,344,,376727
SP23825111,Kem nhan 254,678,Kieu dang tien loi,275070
SP71824027,Sua nhan 811,913,,696386
SP66607491,Banh bap 782,284,Hinh anh bat mat,739894
SP76201373,Snack nhan 364,538,,192297
SP27423050,Snack xooai 920,386,,766030
SP64065904,Sua khoai tim 978,664,,940756
SP49169862,Nuoc bap 735,566,Thom ngon bo duong,295529
SP44121403,Kem man 490,840,,201438
SP62418379,Muc rong bien 486,440,San pham tot,760194
SP18968001,Kem xooai 803,406,,160197
SP64756673,Banh xooai 390,717,,921436
SP74270031,Snack bap 740,666,,925457
SP18724486,Kem rong bien 666,664,Mau sac tuoi tan,629609
SP15011722,Snack quyt 682,146,,225673
SP89826519,Kem bap 234,445,Mau sac tuoi tan,74232
SP61253248,Sua sau rieng 884,140,,689703
SP62294806,Sua đao 641,531,,162821
SP76072106,Kem mo 763,609,,75711
SP94013834,Nuoc buoi 444,482,Mau ma đep,26816
SP76126668,Muc rong bien 291,204,,94136
SP48427757,Kem man 941,456,Hinh anh bat mat,528695
SP55391753,Snack sau rieng 822,363,,847025
SP47647966,Muc xooai 279,766,,856700
SP38221017,Nuoc xooai 914,672,,993315
SP35165492,Banh bap 735,243,Ngon bo re,698185
SP32094603,Banh bap 994,593,,292587
SP69243031,Nuoc thanh long 895,127,Thom ngon bo duong,362575
SP72737816,Snack nho 544,817,,912343
SP61232559,Nuoc quyt 537,267,,965875
SP85138120,Nuoc quyt 582,761,,785807
SP68734376,Banh cam 407,459,Than thien voi moi truong,653721
SP47002028,Kem chuoi 925,569,,927597
SP74644753,Muc khoai tay 407,318,Thom ngon bo duong,950994
SP22554630,Sua rong bien 350,703,,881024
SP28397291,Kem rong bien 265,265,,418480
SP30809731,Snack đao 718,509,,246915
SP70827269,Nuoc mo 343,710,San pham tot,529414
SP28530481,Banh sau rieng 691,470,,802180
SP36771402,Muc thanh long 184,713,Mau ma đep,645408
SP86685222,Nuoc bap 684,547,,385870
SP63274568,Nuoc đao 337,393,,126067
SP57119963,Sua man 356,865,,579127
SP34154380,Muc cam 690,521,Mau ma đep,654450
SP56607502,Muc cam 207,327,,250380
SP30424000,Nuoc chuoi 912,791,Mau sac tuoi tan,938547
SP95644767,Sua bap 575,442,,121848
SP80049550,Snack hong xiem 389,104,,785780
SP44949119,Muc đao 696,788,,164229
SP88433565,Kem xooai 249,799,Thom ngon bo duong,509027
SP11547261,Nuoc dua 795,789,,538273
SP49290674,Snack khoai tim 421,588,Than thien voi moi truong,10713
SP31658869,Sua dua 897,158,,12037
SP60089452,Kem sau rieng 584,923,,984551
SP10035591,Muc rong bien 188,203,,449608
SP83638007,Kem mang cut 893,727,Than thien voi moi truong,649316
SP85480817,Banh nho 382,109,,620601
SP89650205,Sua chuoi 408,446,Than thien voi moi truong,326911
SP82575975,Sua vai thieu 407,986,,752577
SP17659287,Muc man 217,699,,781988
SP58714787,Sua xooai 729,208,,228376
SP15505883,Snack bap 531,474,Mau ma đep,126915
SP91691337,Snack bo 919,496,,631234
SP26106735,Muc bap 243,312,Ngon bo re,952414
SP66623985,Muc đao 305,406,,596085
SP91439982,Banh thanh long 797,583,,981250
SP82595632,Muc chuoi 981,797,,936645
SP28709924,Nuoc nho 596,921,Mau sac tuoi tan,320968
SP34502941,Kem đao 720,275,,228427
SP38916989,Snack nho 413,937,Ngon bo re,882330
SP31257935,Snack sau rieng 794,726,,34636
SP13026807,Sua quyt 861,791,,203131
